name	Virulence	Acid	Biocide	Metal	Heat
FH167	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH75	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD,terD,terZ	
FH56	fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,pic,sslE,vactox	ymgB	emrE		
FH155	fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox	ymgB	emrE		
FH64	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH23	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH45	cvaC,espX1,fdeC,iroB,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,sfaF	ymgB	emrE	merC,merP,merR,merT	
FH93	astA,cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH84	cif,cvaC,eae,espA,espB,espF,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,nleA,nleB,nleB2,tir,tsh	ymgB	emrE		
AVC160	astA,fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
AVC10	cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH154	fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox	ymgB	emrE		
AVC221	cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE	ymgB	emrE,qacEdelta1	arsA,arsD,arsR	
AVC184	fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papC,papE,papF,papG-II,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1		
FH200	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,tsh,ybtP,ybtQ	ymgB	emrE		
FH96	astA,cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH185	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH71	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE		
FH121	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH68	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH77	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH195	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH168	espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,tsh	ymgB	emrE		
FH8	fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papC,papE,papF,papG-II,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	terD,terW,terZ	
AVC159	astA,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,pic,sslE,tsh	ymgB	emrE,qacEdelta1	terD,terW,terZ	
FH16	espX1,etpD,fdeC,iss,lpfA	ymgB	emrE		
AVC80	fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papA,papC,papE,papF,papG-II,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE,qacEdelta1	merC,merR,merT,terD,terW,terZ	
FH78	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,ybtP,ybtQ	ymgB	emrE		
FH60	capU,cvaC,espX1,iha,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchB,mchF,papA,papC,papH,tsh,ybtP,ybtQ		emrE,qacEdelta1	merC,merP,merR,merT,terD,terW,terZ	
FH34	espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,tsh	ymgB	emrE	merC,merP,merR,merT	
AVC177	eilA,espX1,fdeC,iha,iucA,iucB,iucC,iucD,iutA,lpfA,ybtP,ybtQ	ymgB	qacEdelta1	merC,merP,merR,merT	
FH55	fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,pic,sslE,vactox	ymgB	emrE		
FH12	espX1,fdeC,lpfA	ymgB	emrE		
FH173	fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox	ymgB	emrE		
FH186	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH51	espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,tsh	ymgB	emrE		
AVC196	air,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE	ymgB	emrE,qacEdelta1	arsA,arsD,arsR	
AVC4	astA,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papA,papC,papE,papF,papG-II,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE,qacEdelta1		
FH53	fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,pic,sslE,vactox	ymgB	emrE		
FH119	espX1,fdeC,iss,iucA,iucB,iucC,iucD,iutA,lpfA,ybtP,ybtQ	ymgB	emrE		
FH128	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH130	cdtB,cif,cvaC,eae,espA,espB,espF,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,nleA,nleB2,sslE,tccP,tir,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
AVC211	astA,espX1,fdeC,iha,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,tsh	ymgB	emrE		
FH135	capU,cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,tsh,ybtP,ybtQ		emrE		
FH99	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH89	cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH120	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH87	fdeC,hlyE,ireA,iss,iucA,iucB,iucC,iucD,iutA,lpfA,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
AVC111	air,astA,eilA,fdeC,ibeA,iha,iucA,iucB,iucC,iucD,iutA,lpfA	ymgB		silE,silS	
AVC210	espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,papC,papE,papF,papG-II,tsh	ymgB	emrE,qacEdelta1		
FH94	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH20	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH82	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH151	fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox	ymgB	emrE		
AVC34	cvaC,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,tsh	ymgB	emrE		
AVC59	fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papA,papC,papE,papF,papG-II,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
AVC215	fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papA,papC,papE,papF,papG-II,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE,qacEdelta1		
FH106	fdeC,iha,ireA,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,vactox,ybtP,ybtQ	ymgB	emrE	terD,terW,terZ	
FH136	cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH57	air,astA,eilA,espX1,fdeC,iha,iss,iucA,iucB,iucC,iucD,iutA,lpfA	ymgB	emrE	arsD	
AVC218	cvaC,fdeC,iha,iroB,iroC,iroD,iroE,iroN,iss,mchB,mchF,sfaF,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH172	fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox	ymgB	emrE		
AVC228	cvaC,fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
AVC227	cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH95	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,ybtP,ybtQ	ymgB	emrE		
FH49	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,sfaF	ymgB	emrE	merC,merP,merR,merT	
AVC21	cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucC,iucD,iutA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
AVC155	fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papC,papE,papF,papG-II,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	arsA	
AVC234	espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,papA,papC,tsh	ymgB	emrE		
FH108	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,ybtP,ybtQ	ymgB	emrE		
FH169	espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,tsh	ymgB	emrE		
FH2	espX1,etpD,fdeC,iss,lpfA	ymgB	emrE		
FH149	espX1,fdeC,iss,iucA,iucB,iucC,iucD,iutA,lpfA,ybtP,ybtQ	ymgB	emrE		
AVC173	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,vactox	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH176	astA,cvaC,eilA,espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,lpfA1,lpfA2	ymgB	emrE	terD,terW,terZ	
AVC198	air,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,tsh	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH110	cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH85	cif,cvaC,eae,espA,espB,espF,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,nleA,nleB,nleB2,tir,tsh	ymgB	emrE		
AVC107	cvaC,fdeC,iha,iucA,iucB,iucC,iucD,iutA,lpfA,sslE	ymgB	emrE,qacL	merC,merP,merR,merT,pcoS,terD,terW,terZ	
FH7	fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papC,papE,papF,papG-II,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	terD,terW,terZ	
FH158	fdeC,ireA,iss,iucA,iucB,iucC,iucD,iutA,lpfA,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
AVC223	astA,fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE	terD,terW,terZ	
FH160	fdeC,ireA,iss,iucA,iucB,iucC,iucD,iutA,lpfA,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH3	fdeC	ymgB	emrE	arsA,arsD,arsR	
FH24	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH100	astA,cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH26	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH189	fdeC,ireA,iss,iucA,iucB,iucC,iucD,iutA,lpfA,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH41	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,sfaF	ymgB	emrE	merC,merP,merR,merT	
AVC11	cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH4	fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papC,papE,papF,papG-II,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	terD,terW,terZ	
FH73	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH122	capU,cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,tsh,ybtP,ybtQ		emrE		
FH74	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH164	cvaC,espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,tsh	ymgB	emrE		
FH116	fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,pic,sslE,vactox	ymgB	emrE		
FH72	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE		
FH6	fdeC	ymgB	emrE	arsA,arsD,arsR	
FH11	espX1,etpD,fdeC,iss,lpfA	ymgB	emrE		
FH103	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
AVC204	air,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,tsh	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH179	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH133	cvaC,fdeC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH184	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
AVC94	espX1,fdeC,iha,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,tsh	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
AVC197	air,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,tsh	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH40	astA,espX1,fdeC,iha,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,tsh	ymgB	emrE		
AVC96	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,tsh,vactox	ymgB	emrE,qacE		
FH42	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,sfaF	ymgB	emrE	merC,merP,merR,merT	
FH152	fdeC,hlyE,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,sslE,tsh,vactox	ymgB	emrE		
FH183	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox	ymgB	emrE		
FH202	astA,espX1,fdeC,iha,iss,iucA,iucB,iucC,iucD,iutA	ymgB	emrE		
FH198	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH145	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH170	espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,tsh	ymgB	emrE		
FH117	fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,pic,sslE,vactox	ymgB	emrE		
FH81	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH43	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,sfaF	ymgB	emrE	merC,merP,merR,merT	
FH188	cvaC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH107	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH66	air,capU,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papA,papC,papE,papF,papG-II,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE,qacEdelta1	arsD,merC,merP,merR,merT,terD,terW,terZ	
FH140	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
AVC58	fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papA,papC,papE,papF,papG-II,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE,qacEdelta1		
FH177	cvaC,ibeA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH153		ymgB	emrE		
FH79	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH147	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
AVC167	air,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,papA,papC,papE,papF,papG-II,tsh	ymgB	emrE		
FH70	astA,cvaC,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE		
FH139	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH143	air,cvaC,eilA,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB		arsD	
FH105	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,ybtP,ybtQ	ymgB	emrE		
FH208	espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,papA,papC,papE,papF,papG-II,tsh	ymgB	emrE,qacEdelta1		
AVC226	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF	ymgB	emrE		
FH33	cvaC,espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,ybtP,ybtQ	ymgB	emrE		hsp20,kefB-GI,psi-GI,trxLHR
FH29	air,cvaC,eilA,espX1,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,lpfA,mchF,ybtP,ybtQ	ymgB	emrE	arsD	
AVC126	air,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,tsh	ymgB	emrE,qacEdelta1		
AVC222	fdeC,hlyE,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papC,papE,papF,papG-II,tsh,vactox,ybtP,ybtQ	ymgB	emrE,qacEdelta1	arsA	
AVC220	fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchB,mchF,papA,papC,papE,papF,papG-II,pic,sslE,tsh,ybtP,ybtQ	ymgB	emrE,qacEdelta1		
AVC35	cvaC,espX1,fdeC,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,tsh	ymgB	emrE		
AVC200	air,cvaC,eilA,espX1,fdeC,iha,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA1,mchF,tsh	ymgB	emrE,qacEdelta1	merC,merP,merR,merT	
FH102	astA,cvaC,fdeC,ibeA,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,mchF,papA,papC,papE,papF,papG-II,sslE,tsh,vactox,ybtP,ybtQ	ymgB	emrE		
FH199	cvaC,fdeC,ireA,iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,lpfA,mchF,pic,sslE,vactox,ybtP,ybtQ	ymgB	emrE		
FH13	espX1,etpD,fdeC,iss,lpfA	ymgB	emrE		
